review_text,review_stars,title,summary
"muy lento, se tarda bastante en prender, el teclado no reacciona bien, es muy lento",1.0 out of 5 stars,SAMSUNG Galaxy A04S 4G LTE (64GB + 4GB) Unlocked Worldwide (Only T-Mobile/Mint/Metro USA Market) 6.5&quot; 50MP Triple Camera + (w/Fast Car Charger) (Black),"muy lento, se tarda bastante en prender, el teclado no reacciona bien, es muy lento"
I bought the phone twice. The first one was used for 4 years but this one was a disappointment because I had it for about 2 week and didn't turn on. It's the best phone I have ever had.,3.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),I bought the phone twice. The first one was used for 4 years but this one was a disappointment because I had it for about 2 week and didn't turn on.
"Seems like a good android phone, I bought it and threw a mint mobile SIM card into it and it worked fine (I""m in the US).  I don't use it everyday as my phone, as I only got it for a work phone number, but setup was nice and easy with a gmail address.  USB-C port on bottom for easy charging, working great!",5.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),"Seems like a good android phone, I bought it and threw a mint mobile SIM card into it and it worked fine (I""m in the US). I don't use it everyday as my phone, as I only got it for a work phone number, but setup was nice and easy with a gmail address."
outdated,2.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),outdated
The media could not be loaded.,5.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),The media could not be loaded.
I bought this phone for my girlfriend's birthday in July.It was supposed to be unlocked.We have tried going to different providers and not one of them have been able to unlock it.She opened the phone on July 28th.Today is August 6th she called me from T Mobile an hour ago.They talked her into signing a contract for a yr.Theyngave her a new phone so the one I bought her is worthless.You trust people when they say it's unlocked and you get screwed.Its to late to return it so it's just an expensive Christmas tree ornament.I will think twice before buying another ripoff from these people.,1.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),I bought this phone for my girlfriend's birthday in July.It was supposed to be unlocked.We have tried going to different providers and not one of them have been able to unlock it.She opened the phone on July 28th.Today is August 6th she called me from T Mobile an hour ago.They talked her into signing a contract for a yr.Theyngave her a new phone so the one I bought her is worthless.You trust people when they say it's unlocked and you get screwed.Its to late to return it so it's just an expensive Christmas tree ornament.I will think twice before buying another ripoff from these people.
The only phone my mother will you. She won’t allow me to buy her a iPhone. Too old school for an iPhone.,5.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),The only phone my mother will you. She won’t allow me to buy her a iPhone.
"I purchased 2 phones and neither phone worked well. I sent the first phone back because it malfunctioned and received another phone that doesn't work. When charging, the phone does not function at all. It frequently does not work when trying to make calls. It also randomly turns on and off.It's frustrating sending phones back and forth, especially if they're advertised as ""new"" which, I suspect is not true.",1.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),I purchased 2 phones and neither phone worked well. I sent the first phone back because it malfunctioned and received another phone that doesn't work.
Good,5.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),Good
"This is NOT a 4G LTE phone. I bought one thinking I could replace my teenage sons old phone. I couldn't get the phone on to the network. So I went to my cell provider and they showed me on their computer screen that this phone, suspended my sons service as the phone is truly 3G.Buyer beware!",1.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),This is NOT a 4G LTE phone. I bought one thinking I could replace my teenage sons old phone.
It says unlocked phone but it isn't unlocked. Don't buy!!,1.0 out of 5 stars,SAMSUNG Galaxy A20 6.4&quot; 32GB GSM Unlocked 4G LTE Android Smartphone (Black),It says unlocked phone but it isn't unlocked. Don't buy!
"I am a die hard Apple person. All my desktop computers at home are Apple, my other 4 family members all have iPhones and we have laptops that are all Apple. Not really sure why I decided to try out the Samsung Galaxy S9+ but happy that I did so far. I was using a 4 1/2 year old iPhone 5s so I figured any phone would be a huge upgrade to the modern world. It still takes a little getting used to coming from the IOS system's way of doing things. I do lose the capability of iMessage and FaceTime. Not a huge deal and I can use the DUO app from Google which is the same as FaceTime. The key points with this phone are that the large and beautiful screen looks great. I like the haptic feel of the keys when texting how you feel the keys being pressed (a little buzz/vibration). I think the new iPhone X does this too but again, I'm coming from a 5s. My only two choices for a new phone were this S9+ or keep on with Apple and get an iPhone X. The X would have cost me $1150 plus an AppleCare warranty for $200. I got this Samsung (and got the Ultimate Play Bundle) for $840 plus $100 for the bundle. Took out a Square Trade 2 year warranty for $108 with only a $99 deductible should I need to use it. I have used Square Trade warranties in the past for other products and they have always replaced and stood by their guarantee. Square Trade is owned by Allstate so I have confidence in them. Getting back to the phone, the S9+ seems to work VERY fast when loading apps and pages. I use it for a lot of my wireless products at home (Nest thermostat, wireless cameras, LIFX lights, Liftmaster garage door opener) and all work fast and flawlessly. The audio when playing music sounds great. Plays very loud and clear for a phone. I like the fact that it does still have an earphone jack. I like the Android system as it comes with Google Assistant voice command. Most people hate the Bixby feature on this phone. My only real gripe with it is the large button on the left side of the phone and that when trying to adjust the phone volume I accidentally hit Bixby sometimes. I do like though that i's voice activated. I get in my car in the morning, speak to wake up Bixby and command it to open up whatever app I need (usually Waze). Once open, I speak to Waze to take me to work. All of this without having to look at my phones screen or take my eyes off the road. Also, the Bixby AI camera function is very cool too. There are about 8 or 9 different things it can do with the camera. Like, point the camera lens at a sign in a foreign language and have it live translate the sign to English or any other language on the phone (and there are plenty of them on this phone). Point it at food and it will tell you what it is and average calorie count. Point it at a wine bottle label and it will give you the information on the wine (type, year, etc...). The ONLY thing I think I will never use again and of course I tried it out is the Animoji of myself or any of my friends. It's scary weird. Everyone looks the same on this. I would personally like to see an update to the phone where they fix this to be more of a 3D type and look more realistic. I have been looking online for days at comparisons of the pictures taken on this phone compared to others. Mot notably the iPhone X. In my opinion, the X does do a lot of pix better. The contrast is usually better. The real advantage to this phone is it tends to overexpose a bit. So, dark scenes will look a bit brighter than on the iPhone X. The only thing I had to get used to is the colors on a Samsung phone are very oversaturated. Colors are very bright. There is a setting in display function that gives you 4 options of view. I turned it down to one of them and it now looks a LOT more realistic. I like the fact that this phone, as well as the iPhone X, features ability to record video at 4K 60fps. Looks great. On the Samsung though the optical stabilization doesn't work when shooting 4K 60fps. Keep a steady hand and this isn't an issue. For all other video formats, the stabilization on the Samsung works better than the X. All in all, I am happy I went with the Samsung. In a few months if I regret it, I can always keep it for a few months and sell it to get the new larger iPhone X Plus.UPDATE: 4/7/2018.  The voice unlock code is terrible. And, after searching through the options on the phone I came to the conclusion I don't need it. I have the face unlock or the fingerprint reader on the back. I actually go to the back fingerprint scan to unlock more than the other methods as it's just quick and easy to use. Battery life has been good so far after using this phone for 3 weeks now. One thing I find annoying that I didn't know would be a problem is the video and picture quality when someone sends me a large video via texting. Whether I send them a video or they send me one, it becomes such low quality that it's almost hard to see it at all. This is because of the compression the carriers use to send these video's or large picture files so it doesn't take up much space. I was used to having an iPhone and using iMessage. Send any size video to someone else with an iPhone and it was in great quality on both sides of the text. Not so with Android. Now this is not just Samsung but all Android phones. So, for now, I have to send videos via WhatsApp or Viber (or a number of other text apps). They do compress but not horribly. Oh, and one more note. I hope Samsung corp is reading this review. The Samsung customer service reps have to be the stupidest people I have ever dealt with for a tech company. I used to think Comcast was bad until I called a couple of times and had to speak with someone at Samsung. They just repeat my question and tell me they understand how I feel offering absolutely no answers. They put you on hold to find out but come back with no resolve. Just terrible customer service. 180 degrees from dealing with someone at AppleCare when I had a question about my iPhone or iMac computer.2nd UPDATE: I didn't  realize this and this is VERY important to know before purchasing. In fact, I'm on the AT&T network with my phone and the people in the factory store didn't know this. The sales people in Best Buy in the phone department did not know this either. When you buy an unlocked Galaxy S9 or S9+, your phone is $840. If however you want to buy it thru AT&T for their network and not a factory unlocked phone, it has different options on it. Meaning, the unlocked phone WILL NOT have: WIFI calling option, HD Audio option, VVM (video voice messaging) and you will not get video voice calling. The option for these features is not even on my phone. Now, you CAN buy the AT&T phone and pay $915 up front or on a plan (either way it's $75 more than the factory unlocked phone). After you pay $75 ,more and if you are paying the full price up front, you can get the AT&T phone unlocked and then you will have these features. Nowhere at Best Buy or any AT&T store do they tell you this. In my mind, it's a great misrepresentation that is omitted when purchasing. I picked up the bundle package here on Amazon for $100 more and got a lot of cool gadgets so I'm keeping my setup. I just want others to know there is a difference when buying the unlocked version both in price and the feature set you get. I figured the AT&T version just had a bunch of their proprietary apps pre-installed. Hope this helps out someone beforehand that really wants those features. And, I went to the AT&T store figuring there was a way they could flash the options to my phone. There isn't. They cannot update your phone to get these options.3rd UPDATE: April 15th, 2018I discovered a great feature today. I wish these Galaxy 9 phones had the rise to wake feature which is what the iPhone X has. You pick up the phone and just look at it to unlock via your face and it's good to go. What I discovered is setting the Google Assistant to open the Galaxy EVEN FROM the locked screen via my voice and the phone unlocks and does what you ask the Google Assistant to do. Love this feature immensely.4th UPDATE April 23, 2018As I play around more with this phone, I am learning some cool things it can do. For instance, from the factory it come pre-set so that whether you swipe up or down the phone will go to your app tray. No need for repetition with swiping either up or down. There is a setting so that when you swipe up it opens the app tray (as it come from Samsung pre-set) but change the setting and when you swipe down from any place on the phone and you've got your phones popular settings in front of you. Even better, if you swipe down using two fingers from the top of the screen, it opens the second part of the settings which control other functions (usually this is a two part deal so this makes it one step easier). Also, one thing Samsung addressed with the 9 and 9+ (using the Oreo software) is a problem people using these phones prior used to hate. Now, you can set the up/down volume buttons to control MEDIA volume no matter what you are viewing. And, if you want to control the ringtone or another type of volume, when you push up or down on the volume and the MEDIA volume shows just tap on the down arrow on the top left of the screen and you have all the others ready to adjust exactly as you like them. Apparently from reading online this has been an annoyance of a problem for a long time with the Galaxy phones that is now solved.",5.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],My only two choices for a new phone were this S9+ or keep on with Apple and get an iPhone X. There is a setting so that when you swipe up it opens the app tray (as it come from Samsung pre-set) but change the setting and when you swipe down from any place on the phone and you've got your phones popular settings in front of you.
"Long time fan of Samsung products, and the galaxy S9+ does not disappoint.  Ordered an unlocked phone strictly to support drone flying. Understandably sometime when u order phones on Amazon, it can be a crap shoot as to the quality of the phone you receive. The Galaxy S9+ I received was brand new. It even stated brand new on the box, straight from Samsung. And I received the phone 24hrs after placing my order.  I went through the usual setup process, battery charged fine, etc.... For what I paid for the phone, compared to what this phone cost a few years ago, I feel I got the best deal possible for a fraction of the $$$$$.  Can't go wrong with Samsung.",5.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],"Long time fan of Samsung products, and the galaxy S9+ does not disappoint. The Galaxy S9+ I received was brand new."
I like the video quality. But camera is not as good as huewei honor 5x. Also i think the s2 was stronger. Like i mustve dropped both phones equally and s2 never cracked on the edges like the s9. I have the s22. The battery on s9 is good. Fingerprint reader was good. I bought it used. Lasted like 2 years. Lots of memory and never ran out. Headphone jack. The glass covering the camera broke easily. I took off the remaining glass. But the camera wont stay focus (like it goes back and forth .),4.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],I like the video quality. Like i mustve dropped both phones equally and s2 never cracked on the edges like the s9.
"I just started using this phone so too early for a definitive review.  I am mainly going to address some issues brought up by others since there are a lot of problems people are writing about.  One of the big issues with these reviews is that people don't usually include who was the actual seller of the product.  As most hopefully realize, just because you buy a product on Amazon doesn't mean it was actually sold by Amazon.  Many third party sellers sell through Amazon.  This is especially a problem for electronics where there are so many variations in model numbers and ""gray market"" devices one could end up with an expensive paper weight.  I suspect that is the source of many of the issues with this product.  Make sure you know the seller.  My invoice shows: ""Sold by: Amazon Services, Inc."" While you may get the correct item from another seller you also could get a lemon without any customer support. Also make sure it specifically states ""New"" if that is what you want and whether a US Warranty (or the correct warranty for your country) is included.  Gray market goods typically don't have a warranty.  Also see if the item comes with Amazon support.  My Galaxy S9 specifically stated 90 day support from Amazon for any issues.I bought the 128 gb version of the S9 to replace a Galaxy S7 Edge.  This is the 4th galaxy device I've had so I am familiar with the setup.  Once the device arrived I turned it on and enabled WiFi to get it up and running as much as possible.  I then used the installed ""Smart Switch"" software from Samsung to transfer everything from my old phone to the new one.  I couldn't get it to work wirelessly but using the cable and included adapter it worked without a hitch.  I then attempted to use the sim card from my old phone to get activated on my existing Sprint account.  The sim card is in a tray at the top edge of the phone.  Use the included tool or paperclip to open the tray.  I was unsuccessful in activating through the phone and online. I called Sprint customer service and they attempted to activate from their end.  That was also unsuccessful.  Likely issue was my old sim card was not compatible. No problem he said just go to a Sprint store and they will get you a new card for about $3.  Next day I did just that.  The woman who helped me was not familiar with the process of someone bringing in their own phone but with help from the supervisor I got the new card and the phone activated in about 15 minutes.  The actual charge: $0!  So the answer to the question do these unlocked phones really work is yes. Just make sure you are getting an authentic model (by buying only from a reputable seller), have a little knowledge and get some help from a knowledgeable cell phone network company employee.Other things to note: the S9 uses a ""type C"" USB cable. This is different from the micro usb cables from the S7 and other models.  It is a different size connector and enables ""fast charging"". One cable is included but you may want to get additional ones for the car or as spares - or get a wireless charging pad. the S9 can use a micro SD card for additional storage.  If your current phone has one you can simply install it in the new phone or buy a new one.Couple additional items of note: the home button is now virtual instead of physical. One of the implications of this is the fingerprint sensor is now on the back near the camera lens. I find this to be awkward especially when operating one handed. UPDATE: after awhile I got used to the fingerprint scanner and now I find it easy to use. However you can use facial and iris recognition instead to unlock the phone. You can also choose not to lock when at a specific location however it hasn't worked for me so far.",4.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],One of the big issues with these reviews is that people don't usually include who was the actual seller of the product. I then attempted to use the sim card from my old phone to get activated on my existing Sprint account.
Great phone have had it for a couple of years now no issues,5.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],Great phone have had it for a couple of years now no issues
"After years of not using Samsung's top-of-the-food-chain devices, I finally gave it a shot with the S9 Plus. Unfortunately, I had to return the device next day.THE GOOD:Samsung still has excellent built quality and clever features that make their devices unique. I especially fell in love with the DeX feature. Being able to turn your phone into a fully functioning desktop computer is just cool and amazing. I first got introduced to this kind of feature on a Huawei Mate 10 Pro (which I also had to return for other reasons). Once I actually got exposed to the DeX, I knew I wanted it in my life.Samsung's displays are just amazing and unrivaled! I doubt I have to say more. :)The camera was ok. For some reason, it didn't live up to the hype; at least not in my opinion. Compared to my Pixel 2 XL pictures, the ones taken with the Samsung were way too bright, sometimes over exposed, looked rather soft and lacked depth / details. In this days and age, that's nitpicking, I know. All top tier phones take great pictures. It doesn't matter which phone you get, every single one of them will take great pictures while letting you down in one or another department.THE ""DOESN'T MATTER MUCH BUT STILL ANNOYING"":Samsung's launcher (user interface) has improved a lot. I still don't really care for it but I could at least have lived with it. I hate how all the settings have been moved around and how you have to search for them in spots where you would never have expected them. For instance WiFi Calling. Why is that in the settings of the phone app rather than under Network and Connectivity?Pre-installed apps are just as annoying today as they were a few years back. Granted, this days, it isn't as much as it used to be but why not making them uninstallable rather than baking them into the OS? I know I can disable an app, however, I would prefer if it isn't there in the first place!Samsung's need to duplicate virtually all and any of Google's services is, in my opinion, a waste of resources and it doesn't make their platform more attractive. Why do I need a Samsung Clock app that doesn't do any more than the default Android Clock app? Why do I need a Samsung Phone app where the default Android Phone app is just fine? Same goes for Samsung Mail, Samsung Calendar and a bunch more. If I could at least remove them and replace them with the stock Android apps, I would be more inclined to buy a Samsung phone.Bixby is a whole other story! From the get-go, I had no intention of using Samsung's assistant. Yet, here she was, right in my face. I could deactivate her on the home screen, however, there was no way of deactivating the assistant entirely. I remembered that the Bixby button (which I hit multiple times already by accident) could be deactivated. Yeah, sure! You first have to create a Samsung account, then configure Bixby just to be able to finally click on a settings icon in Bixby and deactivate the hardware button. I don't know who thought of this nonsense!As mentioned, I would have been able to live with the above. Annoying (to me), yes, but I could live with it.THE BAD:The most important thing on the phone simply doesn't work right: network reception! I got 1 to 0 bars of mobile reception where every other phone in the house got at least 3. I constantly lost network. Researching this problem online, I learnt that this has been an issue with all of Samsung's high end devices since the Oreo update. The forums across the globe are filled with user complaints. The German Samsung forum, for example, has 59 pages of users complaining about network reception issues on the S8, S8+, Note 8, S9 and S9+. This has been going on since February, it seems. Users state that their phones were fine with Android 7.x but since the Oreo update, everything is a mess.Strangely, this also affects WiFi calling, too. I wasn't able to place a single call without either fading out conversations or mute calls. There are a gazillion sites out there claiming to have the fix for this issues but none of them actually work. Samsung has yet to acknowledge the problem. Instead, they blame your network provider and make you hard reset your device. If that doesn't help, they will offer you to exchange your brand new device with a refurbished one under warranty - at least that's what they offered me! In between, Samsung issued an update to improve network stability but, looking around in the web, that didn't seem to have solved the problem.Regardless, a phone that can't even do the basic task of being a phone is useless to me, so, I returned mine.",3.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],"It doesn't matter which phone you get, every single one of them will take great pictures while letting you down in one or another department.THE ""DOESN'T MATTER MUCH BUT STILL ANNOYING"":Samsung's launcher (user interface) has improved a lot. Users state that their phones were fine with Android 7.x but since the Oreo update, everything is a mess.Strangely, this also affects WiFi calling, too."
"Have had several Samsung devices, starting with the S2. Still have that device and it still works. Keep it as an emergency phone. Also have a Note 4, that still works, although the included software had not been updated so its functioning has been minimized. Samsung hardware has always been a reason why I purchased their phones. Dropped the others countless times with a case on and had no damage, even to the screen.The S9 in black is the phone I chose. It was purchased during the amazon summer Prime Day event for the price of $349. I purchased two. One for my husband and one for myself. So we have had them for several months.The features and functions work well. It is a pretty device, even in black. The fingerprint reader works every time. The face recognition, not so much. I just don't use it. I purchased the unlocked versions. Wanted a Samsung phone that had 600 MHz. The S9s do. We have no problem with it working with our major carrier. The reception does not seem as good as the Note 4, even now when I use the Note 4. Bluetooth is dropped with the galaxy watches at a very close range (30 feet unobstructed). Is it the phone or is it the watch? I haven't tested the bluetooth on another device with the new Active 2 watch yet so cannot speak to that.About two weeks ago, my husband was getting out of our car. The car is low to the ground. He dropped the phone as he was still on the seat with the door open. It dropped from less than 2 feet above the ground. It was in a cover that protects the back and overlapped the edges of the phone. The screen cracked all the way across about an inch down from the top. I was there when it happened. The cost to replace the screen would be nearly as much as we paid for the device ($299). All we could do was be grateful that I didn't pay $700 for the phone.It is still my regular phone. I just like androids. The S9 works with the Dex Stations. I use that feature regularly. It was one other reason I wanted an S9. It attaches to a monitor and you just put your phone in the station and it opens up Dex on your computer monitor. I hate texting so when at my desk, it is very convenient to attach a keyboard and mouse so I can type out my texts. I can also use it to look at the apps and watch faces on a larger monitor. Great feature. Plus amazon has the Dex Stations refurbished for a great price.Now we just don't want to buy another Samsung device and most certainly not a new one, knowing how easily the screens crack from such a short distance, even with a case. So, I am most grateful that amazon had them on Prime day.  The fact that it cracks so easily is a deal killer for a device that is that expensive new. It is disappointing because I had planned on getting a Note 10 as it has a stylus and handwriting texts is really cool.  Now that I know they will break this easily and that is very different from our prior Samsung devices, I am really bummed out. In contrast, I dropped my apple 6S Plus onto rocks while walking with it, at about 3 feet above the ground when dropped, and the screen had a couple of tiny nicks in it. They were barely visible. The S9 should not have broke from less than 2 feet above the ground.I would only recommend this device if you paid under $300 for it, new.",3.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],"Dropped the others countless times with a case on and had no damage, even to the screen.The S9 in black is the phone I chose. Plus amazon has the Dex Stations refurbished for a great price.Now we just don't want to buy another Samsung device and most certainly not a new one, knowing how easily the screens crack from such a short distance, even with a case."
"The phone arrived a day later than expected, but the phone turns on and its functional, came with everything a new phone comes with ( adapters, charger, earphones, etc). Very good conditions, no scratches or cracks.",4.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],"The phone arrived a day later than expected, but the phone turns on and its functional, came with everything a new phone comes with ( adapters, charger, earphones, etc). Very good conditions, no scratches or cracks."
"December 5th, 2021 @ 10:54 PM CDTAfter jumping through hoops with AT&T's terrible customer service representatives and those reps eventually understanding that I don't want to switch service providers and I don't want to be an AT&T customer they finally directed me to the part of their website that allows their customers to request their phone be unlocked.After AT&T verified the phone was paid for, not stolen, and so on they gave me a code to use during set up with my service provider that did allow me to use my preferred service provider.My mom has been happily using her new Galaxy S9 phone for 1 month. It works great. Genuine new phone look, performance, and battery life. The phone came with all the right accessories in a genuine Samsung Galaxy S9 box.So long story short if you don't have time to jump through hoops for a reset but not service unlocked phone then keep looking.But if you do have the time and patience to deal with that then it is a quality product and I highly recommend purchasing it.------------------------------------------October 25, 2021 @ 11:50 PM CDTSo I bought this phone (Samsung Galaxy S9 - 64GB - Coral Blue).I should also mention that I am already a proud owner of a Samsung Galaxy S9 so I can say that physically this (Amazon) phone feels and looks the same as mine, I bought this phone on Amazon to give to my mom.It does have a valid IMEI number and I got Samsung to verify that the device is a legitimate Samsung phone.Now for the problems it is NOT factory unlocked as advertised and rather it is locked to AT&T. I've put in a request on <https://www.att.com/deviceunlock/> and I should know if it can be unlocked.My concern though is the seller lied about it being factory unlocked so was this phone lost, stolen, has past due balance, some other horrible thing in its past I don't know.------------------------------------------I'll update this review after I hear back from AT&T.But needless to say, if AT&T won't unlock the phone then I'll be returning it to Amazon immediately.------------------------------------------",4.0 out of 5 stars,SAMSUNG Galaxy S9+ Factory Unlocked Smartphone 64GB - Coral Blue - US Version [SM-G965UZBAXAA],"It works great. The phone came with all the right accessories in a genuine Samsung Galaxy S9 box.So long story short if you don't have time to jump through hoops for a reset but not service unlocked phone then keep looking.But if you do have the time and patience to deal with that then it is a quality product and I highly recommend purchasing it.------------------------------------------October 25, 2021 @ 11:50 PM CDTSo I bought this phone (Samsung Galaxy S9 - 64GB - Coral Blue).I should also mention that I am already a proud owner of a Samsung Galaxy S9 so I can say that physically this (Amazon) phone feels and looks the same as mine, I bought this phone on Amazon to give to my mom.It does have a valid IMEI number and I got Samsung to verify that the device is a legitimate Samsung phone.Now for the problems it is NOT factory unlocked as advertised and rather it is locked to AT&T."
